0.35316,0.38636,0.68058,0.34065,0.40556,0.33324,0.34712,1
0.3711,0.45248,0.43194,0.4741,0.34426,0.093084,0.47661,1
0.41926,0.4876,0.52359,0.45214,0.41483,0.15185,0.45298,1
0.36544,0.40083,0.66878,0.27534,0.53243,0.26485,0.25849,1
0.40888,0.41736,0.83938,0.27309,0.55738,0.049006,0.28016,1
0.45231,0.4876,0.70417,0.42962,0.56237,0.16044,0.34613,1
0.14353,0.21901,0.28221,0.1464,0.28653,0.095815,0,1
0.078376,0.092975,0.54628,0.061374,0.15681,0.25158,0.043328,1
0.060434,0.045455,0.68875,0.0016892,0.17748,0.19554,0.090596,1
0.16714,0.16116,0.76407,0.099662,0.29366,0.3192,0.042344,1
0.24835,0.29545,0.54356,0.27928,0.31361,0.44103,0.28016,1
0.2068,0.23967,0.57623,0.20439,0.28225,0.053427,0.12949,1
0.21624,0.22521,0.72414,0.13514,0.34854,0.20633,0.043328,1
0.35411,0.40496,0.5853,0.4116,0.39914,0.07124,0.31068,1
0.32295,0.38843,0.49365,0.39977,0.37634,0.18878,0.30182,1
0.35694,0.40909,0.5853,0.37725,0.37277,0.090874,0.38454,1
0.20208,0.27686,0.34211,0.28885,0.17962,0.35989,0.26982,1
0.66478,0.7376,0.53721,0.72748,0.66358,0.4305,0.75874,2
0.59018,0.67355,0.49183,0.61881,0.6087,0.50838,0.66864,2
0.62984,0.68595,0.61887,0.60755,0.6871,0.4907,0.62629,2
0.80453,0.79545,0.90744,0.70664,0.92659,0.28227,0.76809,2
0.58829,0.6405,0.63975,0.6295,0.61012,0.42113,0.65091,2
0.58357,0.66322,0.50544,0.57883,0.57591,0.54024,0.62826,2
0.63551,0.72314,0.47005,0.65597,0.55096,0.39773,0.69079,2
0.95562,0.99587,0.61887,0.94595,0.84391,0.47925,0.95126,2
0.78848,0.84298,0.60708,0.8705,0.71917,0.55896,0.90743,2
0.61662,0.64876,0.73593,0.53547,0.66714,0.27213,0.60414,2
0.56091,0.60537,0.67332,0.54955,0.59658,0.61981,0.67011,2
0.76771,0.78099,0.81307,0.62331,0.87455,0.59277,0.66962,2
0.90746,0.92562,0.73775,0.78041,0.87954,0.57313,0.82127,2
0.84797,0.89463,0.63339,0.83615,0.81397,0.091914,0.86361,2
0.8423,0.88843,0.6343,0.82601,0.83464,0.28565,0.82029,2
0.72521,0.76033,0.71597,0.71734,0.72773,0.21817,0.82619,2
0.78281,0.79545,0.80581,0.66723,0.80827,0.11493,0.78287,2
0.79226,0.8781,0.46189,0.92905,0.74127,0.38044,0.9744,2
1,0.99174,0.82396,0.94257,1,0.65206,0.84293,2
0.97167,0.95868,0.86207,0.87331,0.99929,0.55272,0.88725,2
0.89802,0.94628,0.60345,0.94707,0.82324,0.15472,0.95027,2
0.77148,0.78306,0.81942,0.71678,0.83108,0.30619,0.75529,2
0.7762,0.80165,0.74864,0.77309,0.75766,0.32141,0.75529,2
0.75543,0.75207,0.89383,0.64077,0.87669,0.68079,0.66864,2
0.73371,0.84917,0.33666,0.99493,0.60941,0.54193,0.94978,2
0.59301,0.66942,0.51452,0.6982,0.59373,0.38109,0.71295,2
0.82342,0.86364,0.66606,0.81194,0.84105,0.35261,0.84638,2
0.79226,0.8595,0.54991,0.87275,0.65716,0.17929,0.95224,2
0.71577,0.79545,0.50454,0.77252,0.62865,0.27148,0.86361,2
0.76771,0.81198,0.66152,0.74324,0.75125,0.18501,0.77696,2
0.54958,0.58678,0.71234,0.46115,0.63792,0.44883,0.54111,2
0.69877,0.71281,0.82668,0.558,0.75837,0.16941,0.64894,2
0.83758,0.84504,0.82033,0.68356,0.8995,0.46066,0.73363,2
0.81114,0.8719,0.57713,0.8277,0.74911,0.33701,0.84195,2
0.78942,0.82851,0.67877,0.75957,0.80185,0.33844,0.80207,2
0.77809,0.80165,0.75862,0.64077,0.82395,0.23247,0.66962,2
0.77998,0.77686,0.88475,0.70552,0.8382,0.27018,0.82767,2
0.66478,0.71281,0.65245,0.63851,0.67213,0.38772,0.69424,2
0.88291,0.93182,0.60889,1,0.80756,0.32336,1,2
0.75165,0.78719,0.71143,0.70608,0.74412,0.1265,0.67701,2
0.74221,0.76653,0.76225,0.68018,0.81183,0.19112,0.62777,2
0.83003,0.8905,0.57623,0.79054,0.82751,0.37875,0.71196,2
0.80642,0.80579,0.8657,0.72297,0.90663,0.17474,0.69178,2
0.80737,0.86777,0.58167,0.76577,0.78902,0.76934,0.75529,2
0.98017,1,0.70599,0.93694,0.97006,0.50864,0.88479,2
0.79981,0.83471,0.70145,0.85417,0.77619,0.19281,0.80945,2
0.79037,0.78306,0.90381,0.64865,0.90306,0.46404,0.60611,2
0.80831,0.83471,0.73412,0.75788,0.84462,0.30151,0.82029,2
0.78376,0.78926,0.8412,0.74775,0.81183,0.37368,0.71246,2
0.89141,0.92769,0.66243,0.89752,0.87455,0.29878,0.88676,2
0.91124,0.92975,0.74047,0.7973,0.94939,0.66779,0.82176,2
0.71294,0.76653,0.62704,0.65315,0.665,0.37107,0.73461,2
0.52691,0.61364,0.46007,0.48592,0.53956,0.4578,0.58296,2
0.74032,0.73554,0.90381,0.60867,0.81326,0.28851,0.68242,2
0.50992,0.5124,0.89201,0.26126,0.67855,0.33428,0.30773,2
0.77054,0.77893,0.83303,0.68243,0.88311,0.44506,0.72526,2
0.7611,0.82645,0.55989,0.78041,0.6871,0.47145,0.77942,2
0.69783,0.71074,0.82759,0.60811,0.75339,0.19398,0.68932,2
0.90368,0.95455,0.59347,0.90878,0.81468,0.14886,0.82029,2
0.65722,0.67149,0.82577,0.50225,0.75552,0.59823,0.56228,2
0.72805,0.71901,0.93194,0.60811,0.80185,0.2694,0.71049,2
0.78848,0.80785,0.78131,0.70101,0.85175,0.27863,0.70409,2
0.45231,0.51446,0.56715,0.55462,0.45474,0.48068,0.62826,2
0.52597,0.60331,0.51089,0.53266,0.54526,0.4552,0.62826,2
0.46931,0.5124,0.67332,0.49381,0.55453,0.547,0.65387,2
0.45231,0.46488,0.82486,0.32545,0.59515,0.3686,0.45298,2
0.63928,0.69215,0.63884,0.70158,0.67284,0.35898,0.71492,2
0.47025,0.56612,0.40472,0.57489,0.42837,0.24378,0.66962,2
0.47309,0.55785,0.45281,0.52534,0.46757,0.25483,0.60709,2
0.53258,0.57231,0.69782,0.54786,0.60014,0.39058,0.69079,2
0.23418,0.31198,0.36207,0.32264,0.25944,0.59017,0.43131,3
0.25779,0.31612,0.48276,0.36149,0.31575,0.81524,0.45347,3
0.25968,0.31818,0.48911,0.2759,0.31646,0.68001,0.38799,3
0.15392,0.18802,0.51815,0.183,0.2402,0.61162,0.34564,3
0.11615,0.20455,0.17514,0.23367,0.10478,0.48186,0.32447,3
0.058546,0.14876,0.07804,0.21396,0.040627,0.70264,0.37223,3
0.07932,0.14876,0.23049,0.15597,0.063435,0.1893,0.30182,3
0.17941,0.21694,0.52359,0.20721,0.2402,0.47535,0.23781,3
0.19924,0.2686,0.37205,0.27421,0.20029,0.3244,0.39242,3
0.018886,0.10744,0.023593,0.23536,0.01283,0.61071,0.33235,3
0.11709,0.16942,0.37659,0.20495,0.14968,0.57599,0.38799,3
0.13409,0.22934,0.15245,0.28491,0.10406,0.80965,0.36977,3
0.1577,0.24587,0.22868,0.2866,0.14469,0.51891,0.41408,3
0.055713,0.13017,0.16788,0.18074,0.044904,0.33376,0.23732,3
0.07271,0.13223,0.27314,0.15541,0.089095,0.42686,0.36632,3
0.056657,0.13223,0.15608,0.19764,0.032074,0.65635,0.34466,3
0.070822,0.095041,0.46733,0.086712,0.15609,0.33571,0.23831,3
0.14542,0.27273,0,0.27872,0.081967,0.52788,0.34515,3
0.10954,0.22934,0.00090744,0.30687,0.034212,0.46976,0.38946,3
0.084986,0.16736,0.16515,0.22804,0.046329,0.60109,0.38946,3
0.18414,0.26033,0.31216,0.31081,0.17748,0.30125,0.47858,3
0.13503,0.19008,0.38294,0.25394,0.1283,0.45585,0.38848,3
0.13787,0.20661,0.30399,0.20721,0.15467,0.54908,0.25948,3
0.18508,0.23967,0.43285,0.24437,0.24091,0.47509,0.32349,3
0.051936,0.078512,0.43285,0.063063,0.11689,0.73111,0.26096,3
0.14259,0.15289,0.6461,0.11599,0.22167,0.1867,0.2644,3
0.17469,0.2438,0.34574,0.23649,0.19031,0.54076,0.36977,3
0.14731,0.21488,0.32849,0.29167,0.14754,0.37355,0.40325,3
0.071766,0.14669,0.19056,0.15597,0.027085,0.46443,0.30182,3
0.061379,0.1219,0.25227,0.10755,0.060584,0.35833,0.28016,3
0.040604,0.1219,0.098004,0.23986,0.050606,0.77623,0.31709,3
0.090652,0.14256,0.33938,0.1509,0.15324,0.77363,0.21516,3
0.064212,0.1157,0.30672,0.10642,0.094797,0.46079,0.23683,3
0.076487,0.13843,0.26679,0.13345,0.094797,0.62709,0.28065,3
0.022663,0.11364,0.016334,0.2134,0.0078403,0.5743,0.32792,3
0.01983,0.033058,0.46189,0.046171,0.13614,0.52112,0.26785,3
0.063267,0.12397,0.24864,0.1616,0.057021,0.5942,0.28213,3
0.014164,0.066116,0.22505,0.13851,0.0085531,0.51189,0.21861,3
0.084042,0.13223,0.35572,0.15822,0.091233,0.66454,0.23781,3
0.15297,0.21901,0.33757,0.25788,0.18746,0.11649,0.32447,3
0.077432,0.11157,0.43466,0.10755,0.10335,0.54505,0.15066,3
0.17658,0.20661,0.56715,0.18975,0.27584,0.54895,0.30921,3
0.15109,0.19628,0.45191,0.192,0.19886,0.53204,0.31462,3
0.10009,0.13636,0.44828,0.11768,0.15681,0.57781,0.3033,3
0.21719,0.28099,0.41742,0.33559,0.28225,0.70472,0.39242,3
0.091596,0.18595,0.10617,0.26126,0.037776,0.42868,0.32644,3
0.1152,0.21488,0.10617,0.28941,0.061297,0.53738,0.41014,3
0.030217,0.080579,0.26407,0.10642,0.032074,0.44389,0.21516,3
0.060434,0.084711,0.46552,0.10698,0.13614,0.87882,0.21566,3
0,0,0.51452,0,0.1119,0.54739,0.1354,3
0.032106,0.080579,0.2804,0.08277,0.06201,0.60239,0.25899,3
0.064212,0.092975,0.43739,0.10811,0.12402,0.41866,0.23732,3
0.12087,0.12603,0.64791,0.13119,0.23022,0.36821,0.30182,3
0.021719,0.086777,0.1588,0.15822,0,0.53152,0.28065,3
0.14353,0.17769,0.50635,0.18975,0.2459,0.43778,0.24274,3
0.20869,0.21901,0.7069,0.14696,0.35353,0.53412,0.19449,3
0.20774,0.2314,0.63975,0.183,0.30221,0.61344,0.21615,3
0.26251,0.28306,0.69691,0.23705,0.35495,0.50773,0.28163,3
0.19169,0.26033,0.36298,0.28773,0.20029,0.33038,0.35057,3
0.20491,0.20041,0.80127,0.097973,0.3742,0.26823,0.15313,3
0.16903,0.21281,0.47913,0.18018,0.25588,0.61201,0.25899,3
0.19641,0.18802,0.81307,0.04786,0.35994,0.19957,0.11128,3
0.055713,0.06405,0.54356,0.061937,0.1283,0.42725,0.15214,3
0.19924,0.20661,0.7196,0.15991,0.32858,1,0.23683,3
0.16808,0.21901,0.44102,0.17173,0.23521,0.41008,0.23732,3
0.15109,0.16322,0.63702,0.13401,0.25018,0.37264,0.17282,3
0.060434,0.097107,0.3902,0.1357,0.11761,0.46287,0.23831,3
0.24646,0.25826,0.72777,0.18975,0.42908,0.98167,0.2644,3
0.11804,0.16529,0.39927,0.15541,0.14683,0.36834,0.25849,3
0.16147,0.19215,0.54719,0.19369,0.24519,0.63346,0.26785,3
